rank	name	kp_rating	imdb_rating	year	url	_utc_timestamp
196	Ирония судьбы, или С легким паром!  (ТВ)	8.207	8.2	1975	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/77331/	2019-12-17 18:48:56
197	Берегись автомобиля	8.167	8.2	1966	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/46089/	2019-12-17 18:48:56
198	Цирк	8.017	8.2	1928	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/2119/	2019-12-17 18:48:56
199	Гарри Поттер и узник Азкабана	8.136	7.9	2004	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/322/	2019-12-17 18:48:56
200	Трасса 60	8.015	7.7	2001	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/3563/	2019-12-17 18:48:56
201	Брат 2	8.093	7.8	2000	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/41520/	2019-12-17 18:48:56
202	Жестокий романс	8.083	8.0	1984	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/45314/	2019-12-17 18:48:56
203	Тэмпл Грандин  (ТВ)	7.934	8.3	2010	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/424153/	2019-12-17 18:48:56
204	Хоббит: Пустошь Смауга	7.97	7.8	2013	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/408876/	2019-12-17 18:48:56
205	Пока не сыграл в ящик	8.049	7.4	2007	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/258885/	2019-12-17 18:48:56
206	Загадочная история Бенджамина Баттона	8.044	7.8	2008	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/81555/	2019-12-17 18:48:56
207	Хулиганы	8.027	7.5	2005	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/77444/	2019-12-17 18:48:56
208	Я – Сэм	8.003	7.6	2001	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/706/	2019-12-17 18:48:56
209	Дурак	8.056	8.0	2014	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/808639/	2019-12-17 18:48:56
210	Гарри Поттер и философский камень	8.201	7.6	2001	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/689/	2019-12-17 18:48:56
211	Подмена	7.936	7.7	2008	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/279880/	2019-12-17 18:48:56
212	Апокалипсис	7.96	7.8	2006	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/160977/	2019-12-17 18:48:56
213	Гарри Поттер и Дары Смерти: Часть II	8.091	8.1	2011	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/407636/	2019-12-17 18:48:56
214	Песнь моря	8.089	8.1	2014	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/714248/	2019-12-17 18:48:56
215	Ураган	7.96	7.6	1999	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/4914/	2019-12-17 18:48:56
216	Рататуй	7.955	8.0	2007	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/89514/	2019-12-17 18:48:56
217	Три идиота	8.059	8.4	2009	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/423210/	2019-12-17 18:48:56
218	Медведь	7.993	7.7	1988	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/22907/	2019-12-17 18:48:56
219	Крепкий орешек	8.02	8.2	1988	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/471/	2019-12-17 18:48:56
220	Убить пересмешника	8.037	8.3	1962	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/357/	2019-12-17 18:48:56
221	Золотая лихорадка	8.058	8.2	1925	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/478/	2019-12-17 18:48:56
222	Клаус	8.532	8.4	2019	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/957887/	2019-12-17 18:48:56
223	Столкновение	7.887	7.8	2004	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/61297/	2019-12-17 18:48:56
224	Завтра была война	8.033	7.8	1987	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/45244/	2019-12-17 18:48:56
225	Крупная рыба	7.95	8.0	2003	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/9617/	2019-12-17 18:48:56
226	Аватар	7.94	7.8	2009	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/251733/	2019-12-17 18:48:56
227	Знакомьтесь, Джо Блэк	8.031	7.2	1998	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/5059/	2019-12-17 18:48:56
228	Звёздные войны: Эпизод 5 – Империя наносит ответный удар	8.127	8.7	1980	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/338/	2019-12-17 18:48:56
229	Рапунцель: Запутанная история	7.94	7.7	2010	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/84049/	2019-12-17 18:48:56
230	Билли Эллиот	7.917	7.7	2000	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/610/	2019-12-17 18:48:56
231	Вверх	7.984	8.2	2009	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/325381/	2019-12-17 18:48:56
232	Старший сын  (ТВ)	8.174	8.0	1975	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/43982/	2019-12-17 18:48:56
233	Мулан	8.064	7.6	1998	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/5277/	2019-12-17 18:48:56
234	Поющие под дождем	8.051	8.3	1952	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/368/	2019-12-17 18:48:56
235	Жизнь Пи	7.821	7.9	2012	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/158786/	2019-12-17 18:48:56
236	Мандарины	8.066	8.2	2013	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/772017/	2019-12-17 18:48:56
237	Аты-баты, шли солдаты...	8.106	7.8	1976	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/43553/	2019-12-17 18:48:56
238	Русалочка	8.209	7.6	1989	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/8147/	2019-12-17 18:48:56
239	Гаттака	7.948	7.8	1997	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/5012/	2019-12-17 18:48:56
240	Реквием по мечте	7.982	8.3	2000	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/367/	2019-12-17 18:48:56
241	Догвилль	7.932	8.0	2003	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/7226/	2019-12-17 18:48:56
242	Крамер против Крамера	7.988	7.8	1979	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/1902/	2019-12-17 18:48:56
243	Мужики!..	8.088	7.6	1981	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/46745/	2019-12-17 18:48:56
244	История игрушек: Большой побег	7.804	8.3	2010	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/258328/	2019-12-17 18:48:56
245	Леди и бродяга	8.169	7.3	1955	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/8227/	2019-12-17 18:48:56
246	Холодное лето пятьдесят третьего...	8.05	7.9	1987	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/7660/	2019-12-17 18:48:56
247	Пираты Карибского моря: На краю Света	8.008	7.1	2007	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/102124/	2019-12-17 18:48:56
248	Профессионал	8.114	7.6	1981	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/39259/	2019-12-17 18:48:56
249	Иди и смотри	8.075	8.3	1985	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/42571/	2019-12-17 18:48:56
250	Иваново детство	8.045	8.1	1962	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/42667/	2019-12-17 18:48:56
251	Секреты Лос-Анджелеса	7.929	8.2	1997	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/363/	2019-12-17 18:48:56
252	Девочка, покорившая время	7.963	7.8	2006	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/273209/	2019-12-17 18:48:56
253	Человек с бульвара Капуцинов	8.014	7.8	1987	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/45463/	2019-12-17 18:48:56
254	Лис и пёс	8.175	7.3	1981	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/16117/	2019-12-17 18:48:56
255	Максим Перепелица	8.134	7.7	1955	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/46512/	2019-12-17 18:48:56
256	Весна, лето, осень, зима... и снова весна	7.911	8.0	2003	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/47814/	2019-12-17 18:48:56
257	Окно во двор	8.034	8.4	1954	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/337/	2019-12-17 18:48:56
258	Стальной гигант	8.069	8.0	1999	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/538/	2019-12-17 18:48:56
259	Люди в черном	7.967	7.3	1997	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/1091/	2019-12-17 18:48:56
260	Троя	8.022	7.2	2004	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/3442/	2019-12-17 18:48:56
261	Заложница	7.913	7.8	2007	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/276376/	2019-12-17 18:48:56
262	Смех и горе у Бела моря	8.101	7.7	1988	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/279828/	2019-12-17 18:48:56
263	Грань будущего	7.939	7.9	2014	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/505851/	2019-12-17 18:48:56
264	Республика ШКИД	8.175	7.9	1966	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/42088/	2019-12-17 18:48:56
265	Взвод	8.009	8.1	1986	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/468/	2019-12-17 18:48:56
266	Ночи Кабирии	8.021	8.1	1957	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/63929/	2019-12-17 18:48:56
267	Восхождение	8.028	8.3	1976	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/7765/	2019-12-17 18:48:56
268	Обыкновенное чудо  (ТВ)	8.209	8.3	1978	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/77282/	2019-12-17 18:48:56
269	Земля до начала времен	8.019	7.4	1988	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/7107/	2019-12-17 18:48:56
270	Совершенный мир	7.962	7.6	1993	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/8178/	2019-12-17 18:48:56
271	Проверка на дорогах	7.979	7.9	1971	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/43332/	2019-12-17 18:48:56
272	Сука-любовь	7.915	8.1	2000	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/488/	2019-12-17 18:48:56
273	Ла-Ла Ленд	7.891	8.0	2016	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/841081/	2019-12-17 18:48:56
274	Курьер	8.038	8.0	1986	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/45028/	2019-12-17 18:48:56
275	Гангстер	7.936	7.8	2007	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/252156/	2019-12-17 18:48:56
276	Не может быть!	8.126	7.7	1975	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/46368/	2019-12-17 18:48:56
277	Навсикая из долины ветров	8.112	8.1	1984	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/8240/	2019-12-17 18:48:56
278	Небесный замок Лапута	8.243	8.0	1986	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/1846/	2019-12-17 18:48:56
279	Тропы славы	8.08	8.4	1957	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/360/	2019-12-17 18:48:56
280	В диких условиях	7.924	8.1	2007	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/252626/	2019-12-17 18:48:56
281	Формула любви  (ТВ)	8.166	8.1	1984	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/81432/	2019-12-17 18:48:56
282	Бронкская история	7.987	7.8	1993	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/7466/	2019-12-17 18:48:56
283	Август Раш	7.976	7.5	2007	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/86566/	2019-12-17 18:48:56
284	Доживем до понедельника	8.09	8.0	1968	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/44299/	2019-12-17 18:48:56
285	Великий диктатор	8.068	8.5	1940	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/431/	2019-12-17 18:48:56
286	Бен-Гур	8.072	8.1	1959	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/436/	2019-12-17 18:48:56
287	Харакири	8.1	8.7	1962	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/103148/	2019-12-17 18:48:56
288	Покровские ворота  (ТВ)	8.205	8.1	1982	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/77203/	2019-12-17 18:48:56
289	Весна на Заречной улице	7.911	7.6	1956	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/45748/	2019-12-17 18:48:56
290	Звёздные войны: Эпизод 4 – Новая надежда	8.108	8.6	1977	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/333/	2019-12-17 18:48:56
291	Кокаин	7.98	7.6	2001	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/616/	2019-12-17 18:48:56
292	Квартира	8.02	8.3	1960	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/404/	2019-12-17 18:48:56
293	Путь Карлито	7.964	7.9	1993	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/4275/	2019-12-17 18:48:56
294	Касабланка	8.023	8.5	1942	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/330/	2019-12-17 18:48:56
295	Стена	8.109	8.1	1982	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/23712/	2019-12-17 18:48:56
296	Однажды на Диком Западе	8.035	8.5	1968	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/376/	2019-12-17 18:48:56
297	Чужие	8.04	8.4	1986	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/406/	2019-12-17 18:48:56
298	Десять негритят	8.14	7.9	1987	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/44156/	2019-12-17 18:48:56
299	По соображениям совести	7.929	8.1	2016	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/649917/	2019-12-17 18:48:56
300	Гараж	8.017	8.1	1979	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/44467/	2019-12-17 18:48:56
301	Сталкер	8.084	8.2	1979	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/43970/	2019-12-17 18:48:56
302	История Хатико	8.131	8.1	1987	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/38145/	2019-12-17 18:48:56
303	Босиком по мостовой	7.923	7.2	2005	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/81584/	2019-12-17 18:48:56
304	Доктор Стрейнджлав, или Как я научился не волноваться и полюбил атомную бомбу	8.062	8.4	1963	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/334/	2019-12-17 18:48:56
305	Цельнометаллическая оболочка	8.008	8.3	1987	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/418/	2019-12-17 18:48:56
306	Мачеха	8.013	6.8	1998	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/1949/	2019-12-17 18:48:56
307	Мосты округа Мэдисон	7.977	7.6	1995	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/1886/	2019-12-17 18:48:56
308	Бумажная луна	8.068	8.1	1973	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/5033/	2019-12-17 18:48:56
309	Земляничная поляна	8.011	8.2	1957	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/508/	2019-12-17 18:48:56
310	Черная кошка, белый кот	7.973	8.1	1998	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/38198/	2019-12-17 18:48:56
311	Чаплин	7.963	7.6	1992	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/2058/	2019-12-17 18:48:56
312	Сансет бульвар	7.996	8.4	1950	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/353/	2019-12-17 18:48:56
313	Гамлет	8.045	8.3	1964	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/44457/	2019-12-17 18:48:56
314	Освобождение: Последний штурм	8.183	7.3	1971	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/392541/	2019-12-17 18:48:56
315	Другие	7.937	7.6	2001	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/494/	2019-12-17 18:48:56
316	Чтец	7.934	7.6	2008	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/325439/	2019-12-17 18:48:56
317	По семейным обстоятельствам  (ТВ)	8.162	7.7	1978	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/43007/	2019-12-17 18:48:56
318	Охота	7.905	8.3	2012	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/647671/	2019-12-17 18:48:56
319	Паразиты	8.076	8.6	2019	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/1043758/	2019-12-17 18:48:56
320	Освобождение: Битва за Берлин	8.184	7.1	1971	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/392540/	2019-12-17 18:48:56
321	Маска	7.974	6.9	1994	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/6039/	2019-12-17 18:48:56
322	Однажды двадцать лет спустя	8.011	7.3	1980	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/25082/	2019-12-17 18:48:56
323	Сонная Лощина	7.949	7.3	1999	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/5622/	2019-12-17 18:48:56
324	Анастасия	8.077	7.1	1997	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/2513/	2019-12-17 18:48:56
325	Реальная любовь	7.912	7.6	2003	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/6144/	2019-12-17 18:48:56
326	Чужой	8.062	8.4	1979	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/386/	2019-12-17 18:48:56
327	Отель «Руанда»	7.847	8.1	2004	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/77859/	2019-12-17 18:48:56
328	Тайна третьей планеты	8.017	8.0	1981	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/42172/	2019-12-17 18:48:56
329	Подкидыш	8.081	7.7	1939	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/43044/	2019-12-17 18:48:56
330	Подводная лодка	8.047	8.3	1981	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/362/	2019-12-17 18:48:56
331	Седьмая печать	8.073	8.2	1957	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/425/	2019-12-17 18:48:56
332	Невероятные приключения итальянцев в России	8.051	7.7	1973	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/46421/	2019-12-17 18:48:56
333	Разрисованная вуаль	7.915	7.5	2006	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/102201/	2019-12-17 18:48:56
334	Легенды осени	7.988	7.5	1994	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/8827/	2019-12-17 18:48:56
335	Три тополя на Плющихе	8.108	7.8	1968	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/42308/	2019-12-17 18:48:56
336	Дети Дон-Кихота	8.191	7.5	1966	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/44159/	2019-12-17 18:48:56
337	Мотылек	8.019	8.0	1973	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/4525/	2019-12-17 18:48:56
338	Метрополис	8.045	8.3	1927	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/417/	2019-12-17 18:48:56
339	Шерлок Холмс и доктор Ватсон: Двадцатый век начинается  (ТВ)	8.182	8.0	1987	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/77267/	2019-12-17 18:48:56
340	Мэри и Макс	7.866	8.1	2009	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/378246/	2019-12-17 18:48:56
341	38-я параллель	7.925	8.1	2004	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/80221/	2019-12-17 18:48:56
342	Завтрак у Тиффани	8.096	7.7	1961	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/17721/	2019-12-17 18:48:56
343	Мимино	8.064	8.2	1977	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/46638/	2019-12-17 18:48:56
344	Белые росы	8.203	7.6	1984	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/46080/	2019-12-17 18:48:56
345	Огни рампы	8.068	8.1	1952	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/2113/	2019-12-17 18:48:56
346	Отпетые мошенники	7.985	7.4	1988	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/9208/	2019-12-17 18:48:56
347	Великан	7.938	7.3	1998	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/4384/	2019-12-17 18:48:56
348	Служили два товарища	8.163	8.0	1968	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/43870/	2019-12-17 18:48:56
349	Калина красная	8.064	7.8	1973	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/44691/	2019-12-17 18:48:56
350	Четыреста ударов	8.097	8.1	1959	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/510/	2019-12-17 18:48:56
351	Гнев	7.907	7.7	2004	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/6889/	2019-12-17 18:48:56
352	Расёмон	8.017	8.2	1950	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/388/	2019-12-17 18:48:56
353	Ко мне, Мухтар!	8.077	7.7	1964	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/44835/	2019-12-17 18:48:56
354	Персона	8.084	8.1	1966	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/79506/	2019-12-17 18:48:56
355	Мне двадцать лет	8.107	7.8	1964	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/46660/	2019-12-17 18:48:56
356	5 сантиметров в секунду	7.918	7.6	2007	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/280961/	2019-12-17 18:48:56
357	Безумно влюбленный	8.115	7.0	1981	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/147969/	2019-12-17 18:48:56
358	Жизнь в розовом цвете	7.901	7.6	2007	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/197134/	2019-12-17 18:48:56
359	Вспоминая Титанов	7.956	7.8	2000	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/799/	2019-12-17 18:48:56
360	Деловые люди	8.159	7.7	1963	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/44128/	2019-12-17 18:48:56
361	Дорога	8.034	8.0	1954	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/531/	2019-12-17 18:48:56
362	Плата за страх	8.046	8.1	1952	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/7727/	2019-12-17 18:48:56
363	Законопослушный гражданин	8.007	7.4	2009	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/406408/	2019-12-17 18:48:56
364	Отель «Гранд Будапешт»	7.869	8.1	2014	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/683999/	2019-12-17 18:48:56
365	Спирит: Душа прерий	8.089	7.1	2002	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/839/	2019-12-17 18:48:56
366	Мадагаскар	7.892	6.9	2005	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/6006/	2019-12-17 18:48:56
367	Двухсотлетний человек	7.985	6.9	1999	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/7640/	2019-12-17 18:48:56
368	Герой	7.905	7.9	2002	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/889/	2019-12-17 18:48:56
369	Двенадцать месяцев	8.022	7.5	1956	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/46788/	2019-12-17 18:48:56
370	Ва-банк	8.01	7.9	1981	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/32371/	2019-12-17 18:48:56
371	Невидимые дети	7.853	7.5	2005	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/81542/	2019-12-17 18:48:56
372	Андеграунд	7.922	8.1	1995	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/7698/	2019-12-17 18:48:56
373	Мстители: Война бесконечности	7.868	8.5	2018	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/843649/	2019-12-17 18:48:56
374	Клуб «Завтрак»	8.025	7.9	1985	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/21844/	2019-12-17 18:48:56
375	Спасатель	7.96	6.9	2006	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/104921/	2019-12-17 18:48:56
376	Осенняя соната	7.974	8.3	1978	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/924/	2019-12-17 18:48:56
377	Лучшее предложение	7.96	7.8	2012	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/681849/	2019-12-17 18:48:56
378	Шёпот сердца	8.286	8.0	1995	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/32714/	2019-12-17 18:48:56
379	Скала	7.942	7.4	1996	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/2333/	2019-12-17 18:48:56
380	Рок-волна	7.881	7.4	2009	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/416824/	2019-12-17 18:48:56
381	Кошмар перед Рождеством	8.045	8.0	1993	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/8222/	2019-12-17 18:48:56
382	Искупление	7.983	7.8	2007	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/255611/	2019-12-17 18:48:56
383	Бэмби	8.073	7.3	1942	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/8154/	2019-12-17 18:48:56
384	Всё о Еве	8.009	8.2	1950	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/372/	2019-12-17 18:48:56
385	Сережа	8.136	7.8	1960	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/43700/	2019-12-17 18:48:56
386	Святые из Бундока	7.947	7.8	1999	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/4917/	2019-12-17 18:48:56
387	Мэверик	8.095	7.0	1994	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/4378/	2019-12-17 18:48:56
388	Индиана Джонс: В поисках утраченного ковчега	7.997	8.4	1981	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/339/	2019-12-17 18:48:56
389	Крестный отец 3	7.948	7.6	1990	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/4500/	2019-12-17 18:48:56
390	Искусственный разум	7.917	7.2	2001	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/594/	2019-12-17 18:48:56
391	Эдвард руки-ножницы	7.993	7.9	1990	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/8421/	2019-12-17 18:48:56
392	Мемуары гейши	7.965	7.4	2005	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/77132/	2019-12-17 18:48:56
393	Брестская крепость	7.958	7.5	2010	https://www.kinopoisk.ruhttps://www.kinopoisk.ru/film/436263/	2019-12-17 18:48:56
